ClipNumber,Speaker,Recipient,RecipientType,element_id,sentence_id,ColumnID,Text,Segment,WC,Clout
3,Probst,Rupert,,168,10,Dialogue,Then we have a big cheeseburger and French fry plate.,1,10,99
3,Probst,Rupert,,168,11,Dialogue,"So, you can start with yourself.",1,6,99
3,Probst,Rupert,,168,12,Dialogue,You can start anywhere you want.,1,6,99
3,Rupert,Probst,A Group,169,1,Dialogue,I'm going to start with me and I'm taking the steak.,1,11,1
3,Probst,Rupert,,170,1,Dialogue,All right.,1,2,40.06
3,Rupert,Probst,A Group,171,1,Dialogue,Thank you sir.,1,3,99
3,Probst,Rupert,,172,1,Dialogue,"Along with the steak, open bar, for you only.",1,9,99
3,Probst,Rupert,,172,2,Dialogue,You just tell him what you want to drink and he'll keep refilling it.,1,14,99
3,Rupert,Server,,173,1,Dialogue,We'll start with a cerveza.,1,5,99
3,Probst,Rupert,,174,1,Dialogue,All right.,1,2,40.06
3,Probst,Tribe,,175,1,Dialogue,Rupert's starting with a beer.,1,5,40.06
3,Probst,Tribe,,175,2,Dialogue,"So, this is on you.",1,5,99
3,Probst,Tribe,,175,3,Dialogue,It's your menu.,1,3,99
3,Probst,Tribe,,175,4,Dialogue,You're going to distribute it.,1,5,99
3,Rupert,Tribe,,176,1,Dialogue,I would like Rob to choose next.,1,7,1
3,Rob,Tribe,A Group,177,1,Dialogue,"I'll have the burger, please.",1,5,1
3,Probst,Rob,,178,1,Dialogue,One ice-cold cola and the burger.,1,6,40.06
3,Rupert,Tribe,A Group,179,1,Dialogue,I'd like Jenna to choose next.,1,6,1
3,Jenna,Tribe,A Group,180,1,Dialogue,Hot dog and orange juice.,1,5,40.06
3,Probst,Rupert,,181,1,Dialogue,Going right down the line.,1,5,40.06
3,Probst,Jenna,,182,1,Dialogue,Orange juice.,1,2,40.06
3,Rupert,Tribe,A Group,183,1,Dialogue,I would like Amber to choose next.,1,7,1
3,Amber,Tribe,A Group,184,1,Dialogue,I'll have the sandwich.,1,4,1
3,Probst,Amber,,185,1,Dialogue,"Ham and cheese sandwich, sparkling water.",1,6,40.06
3,Probst,Rupert,,186,1,Dialogue,"All right, Rupert, three items left.",1,6,40.06
3,Rupert,Alicia,A Group,187,1,Dialogue,Alicia?,1,1,40.06
3,Alicia,Tribe,A Group,188,1,Dialogue,I would love the salad.,1,5,1
3,Probst,Alicia,,189,1,Dialogue,Salad and cold water.,1,4,40.06
3,Alicia,Probst,,190,1,Dialogue,Thank you.,1,2,99
3,Alicia,Tribe,A Group,191,1,Dialogue,I probably would have chose that.,1,6,1
3,Rupert,Alicia,,192,1,Dialogue,Good.,1,1,40.06
3,Rupert,Alicia,,192,2,Dialogue,Very good.,1,2,40.06
3,Probst,Alicia,,193,1,Dialogue,That worked out.,1,3,40.06
3,Alicia,Probst,,194,1,Dialogue,That worked out perfectly for me!,1,6,1
3,Rupert,Tom,One Person,195,1,Dialogue,"Big Tom, what do you want?",1,6,99
3,Probst,Tribe,,196,1,Dialogue,Big Tom picks next.,1,4,40.06
3,Tom,Probst,A Group,197,1,Dialogue,"Whatever, what is that?",1,4,40.06
3,Tom,Probst,A Group,197,2,Dialogue,I'll eat some potatoes.,1,4,1
3,Tom,Probst,A Group,197,3,Dialogue,"Potatoes, yeah.",1,2,40.06
3,Probst,Tom,,198,1,Dialogue,Potatoes?,1,1,40.06
3,ShiiAnn,Tribe,A Group,199,1,Dialogue,Leave the Asian girl with the rice.,1,7,97.11
3,Rupert,ShiiAnn,,200,1,Dialogue,Yeah.,1,1,40.06
3,Tom,Camera,,201,1,Dialogue,We went to one of the fanciest restaurants.,1,8,99
3,Tom,Camera,,201,2,Dialogue,They said it was five-star.,1,5,99
3,Rupert,Tom,One Person,202,1,Dialogue,Please don't stab me.,1,4,1
3,Tom,Camera,,203,1,Dialogue,But I wouldn't hit a dog in the hind end with it 'cause I got a tater and it was cold.,1,21,1
3,Rupert,ShiiAnn,,204,1,Dialogue,"ShiiAnn, our camp.",1,3,99
3,Probst,ShiiAnn,,205,1,Dialogue,Camp water and cold rice.,1,5,40.06
3,ShiiAnn,Tribe,A Group,206,1,Dialogue,"I hope it's boiled, both the rice and the camp water.",1,11,5.27
3,Probst,Tribe,,207,1,Dialogue,"A little bit of an awkward dinner, but it's a dinner nonetheless.",1,12,1
3,Alicia,Tribe,,208,1,Dialogue,Thank god.,1,2,40.06
3,Probst,Tribe,,209,1,Dialogue,You're warm for a little while.,1,6,99
3,Probst,Tribe,,209,2,Dialogue,I'll get out of your hair.,1,6,98.75
3,Probst,Tribe,,209,3,Dialogue,Bon appetit.,1,2,40.06
3,Rupert,Probst,,210,1,Dialogue,"Thank you, Jeff.",1,3,99
3,ShiiAnn,Rupert,One Person,211,1,Dialogue,This camp water tastes better out here because of the romantic lighting.,1,12,40.06
3,Rupert,ShiiAnn,One Person,212,1,Dialogue,Good.,1,1,40.06
3,Rob,Camera,,213,1,Dialogue,"You saw the people that ended up with fifth, sixth, and seventh weren't too happy about the politics that were involved, but hey, what can you do about that?",1,29,78.45
3,Rob,Camera,,213,2,Dialogue,"You win some, you lose some.",1,6,99
3,ShiiAnn,Rob,One Person,214,1,Dialogue,Those fries look so good.,1,5,40.06
3,Rupert,Server,,215,1,Dialogue,"Thank you, sir.",1,3,99
3,ShiiAnn,Tribe,A Group,216,1,Dialogue,I'm chewing my rice and thinking that I'm eating that piece of steak that Rupert's holding in his hands.,1,19,3.34
3,Rupert,Tribe,A Group,217,1,Dialogue,I can't even look up at you guys.,1,8,40.06
3,ShiiAnn,Rupert,One Person,218,1,Dialogue,Don't look up.,1,3,1
3,ShiiAnn,Rupert,One Person,218,2,Dialogue,Just eat.,1,2,40.06
3,Jenna,Rupert,,219,1,Dialogue,Yeah you don't need to look at us.,1,8,99
3,Jenna,Camera,,220,1,Dialogue,ShiiAnn's an absolutely obnoxious person.,1,5,99
3,Jenna,Camera,,220,2,Dialogue,"The whole time she's like, ""this rice is good.",1,9,92.24
3,Jenna,Camera,,220,3,Dialogue,"Oh, my gosh, ooh, look at that steak, I just want to watch you eat it.""",1,16,40.06
3,ShiiAnn,Rupert,One Person,221,1,Dialogue,If only I could have a piece of that steak.,1,10,1
3,Rupert,ShiiAnn,A Group,222,1,Dialogue,I wish I could give you guys all some.,1,9,92.24
3,ShiiAnn,Rupert,One Person,223,1,Dialogue,I know.,1,2,1
3,Jenna,Camera,,224,1,Dialogue,Shut up!,1,2,40.06
3,Jenna,Camera,,224,2,Dialogue,It's obnoxious!,1,2,40.06
3,Rupert,Server,,225,1,Dialogue,"Thank you, sir.",1,3,99
3,Rupert,Tom,One Person,226,1,Dialogue,Big Tom.,1,2,40.06
3,Rupert,Tom,One Person,226,2,Dialogue,I'm drinking this for you.,1,5,99
3,Alicia,Camera,,227,1,Dialogue,So the dinner was nice.,1,5,40.06
3,Alicia,Camera,,227,2,Dialogue,"And Rupert, of course, had eight or nine beers and he was plastered.",1,13,40.06
3,Alicia,Camera,,227,3,Dialogue,Plastered!,1,1,40.06
3,Rupert,Server,,228,1,Dialogue,"Thank you, sir.",1,3,99
3,Jenna,Tribe,A Group,229,1,Dialogue,Smell your napkin.,1,3,99
3,Amber,Tribe,A Group,230,1,Dialogue,It's so nice and soft.,1,5,40.06
3,Amber,Tribe,A Group,230,2,Dialogue,I'm taking- We're taking advantage of this.,1,7,97.11
3,Rupert,Amber,A Group,231,1,Dialogue,Good.,1,1,40.06
3,Rob,Rupert,One Person,232,1,Dialogue,Rupert keep drinking.,1,3,40.06
3,Rupert,Rob,One Person,233,1,Dialogue,Okay.,1,1,40.06
3,Amber,Camera,,234,1,Dialogue,"We really wanted to stay at the restaurant for as long as we possibly could, 'cause we just dreaded coming back here with all the bugs and the really long night.",1,31,99
3,Amber,Camera,,234,2,Dialogue,"So we told Rupert, ""Keep drinking as much as you want.""",1,11,99
3,Amber,Camera,,234,3,Dialogue,We're just going to lay here on the table and use these napkins as pillows and enjoy it.,1,18,92.24
3,Tom,Tribe,A Group,235,1,Dialogue,Rupert's a happy man.,1,4,99
3,Rob,Camera,,236,1,Dialogue,"Basically, Rupert exposed our alliance of four.",1,7,99
3,Rob,Camera,,236,2,Dialogue,"It was pretty evident, uh, as to who got what food.",1,11,86.82
3,Rob,Camera,,236,3,Dialogue,"He's kind of sticking it in their face, which kind of shows me that he does trust myself and Amber to a degree.",1,23,40.06
3,Rob,Tribe,Two People,237,1,Dialogue,Chaboga Mogo.,1,2,40.06
3,Rob,Tribe,Two People,237,2,Dialogue,"Chaboga Mogo- The sun is out, and we're going to have a beautiful day.",1,14,97.11
3,Jenna,Tribe,Two People,238,1,Dialogue,We are going to have a beautiful day.,1,8,99
3,Rob,Tribe,Two People,239,1,Dialogue,We're gonna kick ShiiAnn's ass off.,1,6,98.75
3,Rob,Tribe,Two People,239,2,Dialogue,We won't have to listen to her anymore.,1,8,99
3,ShiiAnn,Rupert,One Person,240,1,Dialogue,I'm going to try so hard at the immunity today.,1,10,3.95
3,Rupert,ShiiAnn,One Person,241,1,Dialogue,"I'm going to battle 'cause I got to, but I'm not going to kill myself to win 'cause I hope that I'm not on the chopping block.",1,27,1
3,ShiiAnn,Rupert,One Person,242,1,Dialogue,I don't think you are.,1,5,40.06
3,Rupert,ShiiAnn,One Person,243,1,Dialogue,"And, I wouldn't mind seeing you win immunity.",1,8,40.06
3,ShiiAnn,Rupert,One Person,244,1,Dialogue,You got to be looking at Rob.,1,7,99
3,ShiiAnn,Rupert,One Person,244,2,Dialogue,I would be if I were you.,1,7,1
3,ShiiAnn,Rupert,One Person,244,3,Dialogue,"If I were anyone here, I would be looking at Rob.",1,11,1
3,Rupert,ShiiAnn,One Person,245,1,Dialogue,Oh my gosh I've already talked to Jenna about that.,1,10,1
3,ShiiAnn,Rupert,One Person,246,1,Dialogue,Of course you have.,1,4,99
3,Rupert,ShiiAnn,One Person,247,1,Dialogue,"But they're telling me they'll take me to the final four, too, but I know I'll be fourth unless I win immunity.",1,22,1
3,ShiiAnn,Rupert,One Person,248,1,Dialogue,There are people here that would switch their vote tonight if they felt like they had the majority.,1,18,98.75
3,Rupert,ShiiAnn,One Person,249,1,Dialogue,Yeah.,1,1,40.06
3,ShiiAnn,Rupert,One Person,250,1,Dialogue,We know that.,1,3,99
3,Rupert,ShiiAnn,One Person,251,1,Dialogue,I know that.,1,3,1
3,ShiiAnn,Rupert,One Person,252,1,Dialogue,There are people here.,1,4,99
3,Tom,Alicia,One Person,253,1,Dialogue,Let me..,1,2,1
3,Tom,Alicia,One Person,253,2,Dialogue,hand me...,1,2,1
3,Tom,Alicia,One Person,253,3,Dialogue,while you're over.,1,3,99
3,Tom,Alicia,One Person,253,4,Dialogue,give me that solid piece.,1,5,1
3,Tom,Alicia,One Person,253,5,Dialogue,See that good little piece right here?,1,7,40.06
3,Alicia,Tom,One Person,254,1,Dialogue,Yep.,1,1,40.06
3,Alicia,Tom,One Person,254,2,Dialogue,"So, uh...who's up on the...?",1,6,98.75
3,Tom,Alicia,One Person,255,1,Dialogue,Chop Block?,1,2,40.06
3,Alicia,Tom,One Person,256,1,Dialogue,Yep.,1,1,40.06
3,Tom,Alicia,One Person,257,1,Dialogue,It's him before ShiiAnn.,1,4,99
4,Alicia,Tom,One Person,258,1,Dialogue,Rupert before ShiiAnn.,1,3,40.06
4,Alicia,Tom,One Person,258,2,Dialogue,I was thinking that today.,1,5,1
4,Alicia,Tom,One Person,258,3,Dialogue,"I was looking at everybody today, and I was kind of sizing up.",1,13,7.93
4,Tom,Alicia,One Person,259,1,Dialogue,"All I'm saying, we got...",1,5,99
4,Tom,Alicia,One Person,259,2,Dialogue,"me and you got to stick together, Alicia.",1,8,94.84
4,Alicia,Tom,One Person,260,1,Dialogue,Absolutely.,1,1,40.06
4,Alicia,Tom,One Person,260,2,Dialogue,"And I'll tell you what, though if either one of us are up against Amber or Boston Rob we're in trouble",1,21,40.06
4,Tom,Alicia,One Person,261,1,Dialogue,But you know as well as I do me and you are the lone horse here.,1,16,75.49
4,Alicia,Tom,One Person,262,1,Dialogue,Yep.,1,1,40.06
4,Alicia,Tom,One Person,262,2,Dialogue,And those two are going to stick together no matter what.,1,11,5.27
4,Tom,Alicia,One Person,263,1,Dialogue,They're lovers.,1,2,99
4,Alicia,Tom,One Person,264,1,Dialogue,I know.,1,2,1
4,Tom,Alicia,One Person,265,1,Dialogue,But you know what?,1,4,99
4,Tom,Alicia,One Person,265,2,Dialogue,We may have not slept together but we...,1,8,94.84
4,Tom,Alicia,One Person,265,3,Dialogue,we snuggled pretty close.,1,4,99
4,Alicia,Tom,One Person,266,1,Dialogue,That's right.,1,2,40.06
4,Rob,Tom,One Person,267,1,Dialogue,Here's the thing if ShiiAnn wins immunity today.,1,8,1.71
4,Alicia,Camera,,268,1,Dialogue,"We decided, Big Tom, Rob, Amber, and myself, that we were going to stay together to the very end.",1,19,98.27
4,Alicia,Camera,,268,2,Dialogue,That's four people.,1,3,99
4,Alicia,Camera,,268,3,Dialogue,"So no matter what happens in this tribe, we are four to the other three.",1,15,77.41
4,Alicia,Camera,,268,4,Dialogue,Then there's Big Tom.,1,4,40.06
4,Alicia,Camera,,268,5,Dialogue,"He came to me and said, you know, ""I can't sit next to Boston Rob or Amber.",1,17,2.18
4,Alicia,Camera,,268,6,Dialogue,I'll never win.,1,3,1
4,Alicia,Camera,,268,7,Dialogue,"Maybe I should sit next to you.""",1,7,97.11
4,Alicia,Camera,,268,8,Dialogue,"And I said, ""You know what?",1,6,98.75
4,Alicia,Camera,,268,9,Dialogue,"Maybe you're right.""",1,3,99
4,Alicia,Camera,,268,10,Dialogue,But I didn't make any deal with him.,1,8,1
4,Alicia,Camera,,268,11,Dialogue,"The only person I have an alliance with at this point is Boston Rob, and we shook on it.",1,19,98.27
4,Alicia,Camera,,268,12,Dialogue,But do I trust him?,1,5,1
4,Alicia,Camera,,268,13,Dialogue,Absolutely not.,1,2,1
4,Rob,Tom,,269,1,Dialogue,Here's the thing.,1,3,40.06
4,Rob,Tom,,269,2,Dialogue,If ShiiAnn wins immunity today.,1,5,1
4,Tom,Rob,One Person,270,1,Dialogue,It'd be a miracle.,1,4,40.06
4,Rob,Tom,One Person,271,1,Dialogue,"Yeah I know, but still, we have to decide.",1,9,40.06
4,Tom,Rob,One Person,272,1,Dialogue,"Rob, let's just face it it's gonna hurt you more than it will me.",1,14,97.11
4,Tom,Rob,One Person,272,2,Dialogue,You got a better chance at winning than I have.,1,10,40.06
4,Rob,Tom,One Person,273,1,Dialogue,"I need to win, like almost every one, Tom.",1,9,2.75
4,Rob,Tom,One Person,273,2,Dialogue,I know what people think around the camp.,1,8,40.06
4,Rob,Tom,One Person,273,3,Dialogue,"I know even though Rupert pretends he's all nice - last night he gave me a hamburger - I can read beyond that, you know?",1,23,40.06
4,Rob,Camera,,274,1,Dialogue,If ShiiAnn wins immunity I don't know who we're gonna kick off.,1,12,40.06
4,Tom,Rob,One Person,275,1,Dialogue,You're worried about ShiiAnn.,1,4,99
4,Tom,Rob,One Person,275,2,Dialogue,I'm worried about Rupert.,1,4,1
4,Tom,Rob,One Person,275,3,Dialogue,Because he's the one that's gonna beat you in an immunity.,1,11,99
4,Tom,Rob,One Person,275,4,Dialogue,ShiiAnn ain't gonna beat you.,1,5,40.06
4,Rob,Tom,One Person,276,1,Dialogue,All right.,1,2,40.06
4,Tom,Rob,One Person,277,1,Dialogue,"Uh, Alicia ain't gonna beat you.",1,6,40.06
4,Tom,Rob,One Person,277,2,Dialogue,But we can't beat Rupert.,1,5,1
4,Tom,Rob,One Person,277,3,Dialogue,"You're gonna come close, but he's gonna beat you before it's over.",1,12,99
4,Rob,Tom,One Person,278,1,Dialogue,Right.,1,1,40.06
4,Tom,Rob,One Person,279,1,Dialogue,"And then when he does, you know who they want to get rid of?",1,14,99
4,Tom,Rob,One Person,279,2,Dialogue,It ain't gonna be me,1,5,1
4,Rob,Tom,One Person,280,1,Dialogue,"No, it'll be me.",1,4,1
4,Tom,Rob,One Person,281,1,Dialogue,It's you.,1,2,99
4,ShiiAnn,Alicia,One Person,282,1,Dialogue,"Yeah, we should talk, actually I have some news.",1,9,92.24
4,Alicia,ShiiAnn,One Person,283,1,Dialogue,I don't want to even hear it.,1,7,1
4,Alicia,ShiiAnn,One Person,283,2,Dialogue,Honestly.,1,1,40.06
4,ShiiAnn,Alicia,One Person,284,1,Dialogue,That's fine.,1,2,40.06
4,Alicia,ShiiAnn,One Person,285,1,Dialogue,"There is a plan, ShiiAnn and it's too late for anything to change.",1,13,40.06
4,ShiiAnn,Alicia,One Person,286,1,Dialogue,"Okay, I appreciate that.",1,4,1
4,Alicia,ShiiAnn,One Person,287,1,Dialogue,Yep.,1,1,40.06
4,Probst,Tribe,,288,1,Dialogue,There's no denying it - we are getting down to it.,1,10,89.5
4,Probst,Tribe,,288,2,Dialogue,There are seven of you left.,1,6,99
4,Probst,Tribe,,288,3,Dialogue,Today's challenge is for immunity.,1,5,40.06
4,Probst,Tribe,,288,4,Dialogue,Very important at this stage of the game.,1,8,40.06
4,Probst,Tribe,,288,5,Dialogue,It's a very simple immunity challenge.,1,6,40.06
4,Probst,Tribe,,288,6,Dialogue,You're gonna step up on a log.,1,7,99
4,Probst,Tribe,,288,7,Dialogue,You're gonna raise your hand over your head.,1,8,99
4,Probst,Tribe,,288,8,Dialogue,Your hand is gonna be tethered to a bucket.,1,9,99
4,Probst,Tribe,,288,9,Dialogue,That bucket's full of water.,1,5,40.06
4,Probst,Tribe,,288,10,Dialogue,"When you drop your hand, the bucket tips, you get wet, you're done.",1,13,99
4,Probst,Tribe,,288,11,Dialogue,"If you need immunity, the only thing stopping you from getting it is quitting, and that's it.",1,17,99
4,Probst,Tribe,,288,12,Dialogue,We got all day to sit out here.,1,8,99
4,Probst,Rob,,289,1,Dialogue,"All right, Boston Rob, give it up.",1,7,40.06
4,Probst,Tribe,,290,1,Dialogue,The all-important immunity is back up for grabs.,1,8,40.06
4,Probst,Tribe,,290,2,Dialogue,Take your spots.,1,3,99
4,Probst,Tribe,,290,3,Dialogue,I'll lock you in.,1,4,99
4,Probst,Tribe,,290,4,Dialogue,For immunity.,1,2,40.06
4,Probst,Tribe,,290,5,Dialogue,"Everybody's locked in, and this challenge is officially on.",1,9,92.24
4,Probst,Tribe,,290,6,Dialogue,There'll be a little initial pain.,1,6,40.06
4,Probst,Tribe,,290,7,Dialogue,You'll work through that.,1,4,99
4,Probst,Tribe,,290,8,Dialogue,"Just remember, there's not a lot of slack in that chain, so if you drop your hand two inches, you're done.",1,21,97.11
4,Probst,Tribe,,290,9,Dialogue,You have very little wiggle room in this challenge.,1,9,99
4,Probst,Tribe,,290,10,Dialogue,Amber's first out.,1,3,40.06
4,Probst,Amber,,291,1,Dialogue,Grab a seat on the bench.,1,6,40.06
4,Jenna,Tribe,,292,1,Dialogue,I didn't even move!,1,4,1
4,Probst,Tribe,,293,1,Dialogue,Jenna's out of the game.,1,5,40.06
4,ShiiAnn,Jenna,A Group,294,1,Dialogue,You didn't need that immunity anyway.,1,6,40.06
4,ShiiAnn,Jenna,A Group,294,2,Dialogue,It's all good.,1,3,40.06
4,Jenna,ShiiAnn,One Person,295,1,Dialogue,Nobody knows who's safe.,1,4,40.06
4,ShiiAnn,Jenna,A Group,296,1,Dialogue,"I know I'm not safe, that's for sure.",1,8,1
4,Probst,Jenna,,297,1,Dialogue,Have a seat next to Amber.,1,6,40.06
4,Probst,Tom,,298,1,Dialogue,"Big Tom, you're struggling.",1,4,99
4,ShiiAnn,Tom,,299,1,Dialogue,"Oh, Big Tom!",1,3,40.06
4,Probst,Tribe,,300,1,Dialogue,"Big Tom, third person to hit the dust.",1,8,94.84
4,ShiiAnn,Rupert,One Person,301,1,Dialogue,"Okay, Rupert you got to hold out before Rob.",1,9,99
4,ShiiAnn,Rupert,One Person,301,2,Dialogue,We can't let Rob keep winning those immunities,1,8,40.06
4,Probst,Tribe,,302,1,Dialogue,Big Tom's out of the challenge.,1,6,40.06
4,Rupert,ShiiAnn,A Group,303,1,Dialogue,Damn straight.,1,2,1
4,Probst,Tom,,304,1,Dialogue,"Have a seat next to the ladies, Big Tom.",1,9,92.24
4,Probst,Tom,,304,2,Dialogue,You're out of the challenge.,1,5,99
4,Jenna,Tribe,A Group,305,1,Dialogue,"I see ShiiAnn's arm moving a bit, so you guys are good.",1,12,98.75
4,Probst,Jenna,,306,1,Dialogue,"So Jenna, I take it from that comment there's just no secrets in this tribe right now.",1,17,12.77
4,Jenna,Probst,,307,1,Dialogue,No.,1,1,1
4,Jenna,Probst,,307,2,Dialogue,"No, there isn't.",1,3,1
4,ShiiAnn,Tribe,A Group,308,1,Dialogue,"Oh, there are secrets to this tribe.",1,7,97.11
4,ShiiAnn,Tribe,A Group,308,2,Dialogue,"No secret on who they want out tonight, but there's secrets to this tribe.",1,14,79.51
4,Probst,Tribe,,309,1,Dialogue,Alicia fighting through a little pain.,1,6,40.06
4,Rupert,Alicia,One Person,310,1,Dialogue,Be strong Alicia.,1,3,40.06
4,Probst,Tribe,,311,1,Dialogue,First sign of weakness we've seen from Alicia on this.,1,10,99
4,Probst,Tribe,,311,2,Dialogue,"Fight, guys.",1,2,99
4,Probst,Tribe,,311,3,Dialogue,It's all about this right here.,1,6,40.06
4,Probst,Tribe,,311,4,Dialogue,That sound around your neck.,1,5,99
4,Probst,Tribe,,311,5,Dialogue,It means you're in this game a little longer.,1,9,99
4,Probst,Tribe,,311,6,Dialogue,It means you've got a one-in-six shot at a million bucks.,1,11,99
4,Probst,Tribe,,311,7,Dialogue,Somebody gonna leave here with this.,1,6,98.75
4,Probst,Tribe,,311,8,Dialogue,The person who wants it the most.,1,7,99
4,Probst,Tribe,,311,9,Dialogue,"Fight it, guys, fight it.",1,5,99
4,Probst,Tribe,,311,10,Dialogue,Oh!,1,1,40.06
4,Probst,Tribe,,311,11,Dialogue,Whew!,1,1,40.06
4,Probst,Tribe,,311,12,Dialogue,I got a little of that too!,1,7,1
4,Alicia,Probst,One Person,312,1,Dialogue,All right I'm glad.,1,4,1
4,Alicia,Probst,One Person,312,2,Dialogue,"At least if I went down, I took you with me.",1,11,1
4,Probst,Alicia,,313,1,Dialogue,I couldn't be happier.,1,4,1
4,ShiiAnn,Rupert,One Person,314,1,Dialogue,"Keep your arm up, Rupert.",1,5,99
4,ShiiAnn,Rupert,One Person,314,2,Dialogue,Keep your arm up.,1,4,99
4,Rupert,ShiiAnn,A Group,315,1,Dialogue,I'm damn straight trying.,1,4,1
4,Probst,Tribe,,316,1,Dialogue,And then there were three.,1,5,40.06
4,Probst,Tribe,,316,2,Dialogue,All three looking really strong.,1,5,40.06
4,Probst,Tribe,,316,3,Dialogue,"A little bit of rain starting to come down, cool you off a little.",1,14,97.11
4,Probst,Tribe,,316,4,Dialogue,Wouldn't be a day on Survivor All-Stars if we didn't get a little rain.,1,14,1
4,Probst,Tribe,,316,5,Dialogue,Immunity is most definitely up for grabs.,1,7,40.06
4,Probst,Tribe,,316,6,Dialogue,Three people left.,1,3,99
4,Probst,Tribe,,316,7,Dialogue,Anybody could get it.,1,4,99
4,Probst,ShiiAnn,,317,1,Dialogue,"ShiiAnn, I have to say, one hour in, you have not moved.",1,12,6.61
4,Probst,ShiiAnn,,317,2,Dialogue,"Your body has not moved, your arm has not dipped.",1,10,40.06
4,ShiiAnn,Tribe,A Group,318,1,Dialogue,I'm not moving.,1,3,1
4,Probst,ShiiAnn,,319,1,Dialogue,I don't think you've taken your hand off your hip.,1,10,99
4,ShiiAnn,Probst,,320,1,Dialogue,Nope.,1,1,1
4,ShiiAnn,Probst,,320,2,Dialogue,"It's numb, but I need this immunity, like I said, Jeff, desperately.",1,12,1
4,Rupert,ShiiAnn,One Person,321,1,Dialogue,ShiiAnn you are tough.,1,4,99
4,ShiiAnn,Rupert,One Person,322,1,Dialogue,"Dude, I'm going to win.",1,5,40.06
5,Probst,Tribe,,323,1,Dialogue,Boston Rob's out of the competition.,1,6,40.06
5,Probst,Tribe,,323,2,Dialogue,Next door neighbors Rupert and ShiiAnn still fighting for immunity.,1,10,89.5
5,Probst,Tribe,,323,3,Dialogue,"Since it's just down to you two, a little reminder: Somebody's gonna leave here with this around their neck.",1,19,99
5,Probst,Tribe,,323,4,Dialogue,That means they are safe tonight at the vote.,1,9,92.24
5,Probst,Tribe,,323,5,Dialogue,The other person will not have that same security.,1,9,1
5,Rob,Rupert,One Person,324,1,Dialogue,"Rupert, stay up there.",1,4,40.06
5,Jenna,Rupert,One Person,325,1,Dialogue,"You got this, Rupert.",1,4,99
5,Probst,Tribe,,326,1,Dialogue,You guys have lasted two hours.,1,6,99
5,Probst,Tribe,,326,2,Dialogue,"Two long, painful hours.",1,4,40.06
5,Probst,Rupert,,327,1,Dialogue,"How much more you got left in you, Rupert?",1,9,99
5,Rupert,Probst,A Group,328,1,Dialogue,Two hours...,1,2,40.06
5,Rupert,Probst,A Group,328,2,Dialogue,four hours...,1,2,40.06
5,Rupert,Probst,A Group,328,3,Dialogue,I don't know.,1,3,1
5,Rupert,Probst,A Group,328,4,Dialogue,Whatever it takes.,1,3,40.06
5,Probst,ShiiAnn,,329,1,Dialogue,"ShiiAnn, any sign of quitting in you?",1,7,99
5,ShiiAnn,Probst,A Group,330,1,Dialogue,Nope.,1,1,1
5,Jenna,Rupert,One Person,331,1,Dialogue,"Careful, Rupert you're moving it a lot.",1,7,99
5,Jenna,Rupert,One Person,331,2,Dialogue,You're moving the chain.,1,4,99
5,ShiiAnn,Tribe,A Group,332,1,Dialogue,Yes!,1,1,40.06
5,ShiiAnn,Tribe,A Group,332,2,Dialogue,Yes!,1,1,40.06
5,ShiiAnn,Tribe,A Group,332,3,Dialogue,Yes!,1,1,40.06
5,Probst,Tribe,,333,1,Dialogue,Rupert's out of the competition.,1,5,40.06
5,Probst,Tribe,,333,2,Dialogue,ShiiAnn wins immunity.,1,3,40.06
5,ShiiAnn,Tribe,A Group,334,1,Dialogue,Whoo!,1,1,40.06
5,ShiiAnn,Tribe,A Group,334,2,Dialogue,Whoo!,1,1,40.06
5,ShiiAnn,Tribe,A Group,334,3,Dialogue,Yeah!,1,1,40.06
5,ShiiAnn,Tribe,A Group,334,4,Dialogue,Take that!,1,2,40.06
5,Alicia,ShiiAnn,One Person,335,1,Dialogue,"Don't forget, you got to go home with us, ShiiAnn.",1,10,99
5,Alicia,ShiiAnn,One Person,335,2,Dialogue,"Be very careful, sweetheart.",1,4,99
5,ShiiAnn,Tribe,A Group,336,1,Dialogue,"Hey, you know what?",1,4,99
5,ShiiAnn,Tribe,A Group,336,2,Dialogue,"I love you guys, but I need this more than all of you guys.",1,14,97.11
5,Alicia,ShiiAnn,One Person,337,1,Dialogue,"Yeah, don't get too cocky though.",1,6,1
5,Alicia,ShiiAnn,One Person,337,2,Dialogue,You got to live with us.,1,6,99
5,ShiiAnn,Tribe,A Group,338,1,Dialogue,I needed it more than all of you guys.,1,9,92.24
5,Probst,ShiiAnn,,339,1,Dialogue,"All right, ShiiAnn, turn around.",1,5,40.06
5,Probst,ShiiAnn,,339,2,Dialogue,Looks like you're about ready to cry.,1,7,99
5,Probst,ShiiAnn,,339,3,Dialogue,You doing all right?,1,4,99
5,ShiiAnn,Tribe,A Group,340,1,Dialogue,I'm doing great they're tears of joy.,1,7,40.06
5,ShiiAnn,Tribe,A Group,340,2,Dialogue,I knew I was going home tonight and now...,1,9,1
5,Probst,ShiiAnn,,341,1,Dialogue,It most definitely will not be you.,1,7,40.06
5,Probst,ShiiAnn,,341,2,Dialogue,Great effort.,1,2,40.06
5,Probst,ShiiAnn,,341,3,Dialogue,You are safe tonight at Tribal Council.,1,7,99
5,ShiiAnn,Probst,,342,1,Dialogue,Thank you.,1,2,99
